entry_date,exit_date,entry_price,exit_price,return_pct,return_pct_net,exit_reason,holding_days,entry_rsi,entry_macd_hist,entry_bb_pct,entry_vol_ratio,entry_near_fib,entry_entry_type,symbol
2016-11-01,2016-11-02,12069.685546875,11956.958984375,-0.009339643693466926,-0.011939643693466926,bb_mid_break,1,49.1,14.0567,0.79,2.4,True,fib_pullback,3MINDIA
2019-05-27,2019-05-29,21920.533203125,20166.890546875,-0.07999999999999992,-0.08259999999999992,stop_loss,2,60.7,102.7149,1.14,1.29,True,fib_pullback,3MINDIA
2019-06-21,2019-07-05,21547.00390625,20836.525390625,-0.03297342492330992,-0.03557342492330992,bb_mid_break,14,63.7,71.8056,0.82,2.24,True,fib_pullback,3MINDIA
2020-03-05,2020-03-09,20957.126953125,19280.556796875,-0.07999999999999999,-0.08259999999999999,stop_loss,4,51.9,47.6455,0.67,5.13,True,fib_pullback,3MINDIA
2020-11-27,2020-12-10,20024.40234375,20625.263671875,0.030006455014750556,0.027406455014750555,macd_bear_cross,13,61.8,40.5871,0.77,6.68,False,golden_cross,3MINDIA
2021-02-08,2021-03-02,19674.728515625,22956.373046875,0.16679490792687837,0.16419490792687838,rsi_overbought,22,52.2,136.3845,0.74,1.54,True,fib_pullback,3MINDIA
2021-08-31,2021-09-28,22336.232421875,22662.373046875,0.014601416158286123,0.012001416158286121,macd_bear_cross,28,54.1,31.6107,0.74,2.33,True,fib_pullback,3MINDIA
2022-01-03,2022-01-07,23623.53515625,23397.482421875,-0.00956896302267419,-0.01216896302267419,rsi_overbought,4,61.5,114.8143,0.85,1.41,True,fib_pullback,3MINDIA
2022-11-10,2022-12-05,21578.505859375,21927.759765625,0.01618526827232865,0.013585268272328647,macd_bear_cross,25,51.0,20.0955,0.78,1.5,True,fib_pullback,3MINDIA
2023-02-08,2023-02-14,21936.73046875,21233.16015625,-0.032072706254118954,-0.03467270625411895,macd_bear_cross,6,57.4,31.973,0.85,6.88,True,fib_pullback,3MINDIA
2023-12-04,2023-12-06,29858.455078125,29372.076171875,-0.016289486678978664,-0.018889486678978665,bb_mid_break,2,47.3,27.9545,0.7,2.56,True,fib_pullback,3MINDIA
2026-02-03,2026-02-10,34524.99609375,37097.73828125,0.07451824702641281,0.07191824702641281,rsi_overbought,7,51.5,59.217,0.66,1.04,True,fib_pullback,3MINDIA
2017-10-25,2017-11-06,1197.83203125,1181.125244140625,-0.013947520748748552,-0.016547520748748552,bb_mid_break,12,52.2,0.0383,0.62,3.12,True,fib_pullback,ABB
2017-11-22,2017-11-28,1216.2655029296875,1218.12158203125,0.0015260476409892883,-0.0010739523590107115,rsi_overbought,6,57.4,4.4579,0.88,2.07,True,fib_pullback,ABB
2019-12-19,2019-12-20,1283.53271484375,1208.8199462890625,-0.058208698298572475,-0.060808698298572474,macd_bear_cross,1,57.9,2.3912,0.75,1.21,True,fib_pullback,ABB
2022-04-05,2022-04-21,2133.5693359375,2071.666015625,-0.029013971690448673,-0.031613971690448675,macd_bear_cross,16,59.6,16.1949,0.96,1.33,True,fib_pullback,ABB
2023-09-05,2023-09-13,4315.13720703125,4218.25830078125,-0.022450944570694485,-0.025050944570694487,bb_mid_break,8,62.0,5.7387,0.75,1.16,True,fib_pullback,ABB
2023-11-30,2023-12-04,4294.68212890625,4499.7119140625,0.047740386599570306,0.04514038659957031,rsi_overbought,4,61.9,8.6099,1.02,2.45,True,fib_pullback,ABB
2024-09-23,2024-10-07,7753.0693359375,7575.98095703125,-0.022841067354499093,-0.025441067354499095,bb_mid_break,14,55.2,22.909,0.86,1.02,True,fib_pullback,ABB
2016-10-10,2016-10-17,1515.9940185546875,1458.025634765625,-0.03823787104669989,-0.040837871046699885,bb_mid_break,7,57.6,4.1069,0.99,1.55,True,fib_pullback,ACC
2017-07-11,2017-07-17,1506.2745361328125,1594.4176025390625,0.05851726514115231,0.05591726514115231,rsi_overbought,6,49.5,3.7485,0.82,1.0,True,fib_pullback,ACC
2017-12-28,2018-01-04,1605.798583984375,1654.1934814453125,0.03013758882565337,0.027537588825653367,rsi_overbought,7,60.5,5.8242,0.87,1.36,True,fib_pullback,ACC
2019-07-16,2019-07-19,1511.288818359375,1446.446044921875,-0.04290561317584022,-0.04550561317584022,bb_mid_break,3,55.4,8.0775,0.99,1.14,True,fib_pullback,ACC
2020-09-15,2020-09-23,1315.8033447265625,1285.25390625,-0.023217328485291993,-0.025817328485291995,bb_mid_break,8,48.4,0.9644,0.62,1.05,True,fib_pullback,ACC
2021-01-06,2021-01-11,1588.61279296875,1695.4405517578125,0.06724593888572818,0.06464593888572817,rsi_overbought,5,57.4,5.6981,0.95,1.2,True,fib_pullback,ACC
2021-10-29,2021-11-09,2230.554443359375,2426.423583984375,0.08781186274476539,0.08521186274476539,rsi_overbought,11,63.4,9.4683,1.08,1.07,True,fib_pullback,ACC
2022-02-01,2022-02-11,2229.7421875,2150.209228515625,-0.0356691277719187,-0.038269127771918696,bb_mid_break,10,53.3,3.7363,0.78,1.22,True,fib_pullback,ACC
2022-06-29,2022-06-30,2117.34912109375,2084.634765625,-0.015450619429190253,-0.018050619429190253,death_cross,1,53.5,7.7791,0.78,1.48,True,golden_cross,ACC
2022-11-01,2022-11-04,2385.35205078125,2437.075927734375,0.021683959370351395,0.019083959370351393,rsi_overbought,3,63.1,17.7206,1.0,1.12,True,fib_pullback,ACC
2022-11-28,2022-11-30,2482.66015625,2518.174560546875,0.014304980167127938,0.011704980167127937,rsi_overbought,2,56.9,5.8307,1.02,1.7,True,fib_pullback,ACC
2024-04-25,2024-05-06,2547.18017578125,2458.21240234375,-0.03492794670883953,-0.03752794670883953,bb_mid_break,11,43.6,6.2822,0.72,5.22,True,fib_pullback,ACC
2017-01-04,2017-01-06,1232.0369873046875,1205.2154541015625,-0.021770071417906166,-0.024370071417906168,macd_bear_cross,2,54.7,1.2802,0.72,1.32,True,fib_pullback,AIAENG
2018-12-12,2018-12-13,1589.01806640625,1572.917236328125,-0.010132565776636453,-0.012732565776636454,macd_bear_cross,1,58.1,0.2726,0.54,1.08,True,fib_pullback,AIAENG
2019-01-15,2019-01-16,1597.260009765625,1569.706787109375,-0.01725030520252807,-0.019850305202528073,macd_bear_cross,1,56.1,0.6904,0.65,3.12,True,fib_pullback,AIAENG
2019-01-22,2019-01-23,1595.63037109375,1571.1444091796875,-0.015345635403817372,-0.017945635403817373,macd_bear_cross,1,52.5,0.7514,0.55,1.01,True,fib_pullback,AIAENG
2019-02-08,2019-02-20,1592.0367431640625,1547.951904296875,-0.02769084259925556,-0.03029084259925556,bb_mid_break,12,49.9,1.0579,0.77,1.14,True,fib_pullback,AIAENG
2020-08-14,2020-08-31,1669.6480712890625,1764.190673828125,0.05662426960794815,0.05402426960794815,rsi_overbought,17,51.7,0.5396,0.75,1.08,True,fib_pullback,AIAENG
2021-05-12,2021-06-01,1880.8145751953125,1867.447998046875,-0.007106802193432307,-0.009706802193432309,bb_mid_break,20,57.0,1.5877,0.92,3.96,True,fib_pullback,AIAENG
2021-06-08,2021-06-21,1932.173828125,1975.0140380859375,0.02217202683182499,0.019572026831824987,rsi_overbought,13,54.5,2.0775,0.82,2.46,True,fib_pullback,AIAENG
2021-08-31,2021-09-15,1988.7054443359375,2106.562255859375,0.05926308084442937,0.05666308084442937,rsi_overbought,15,59.6,7.486,1.08,2.04,True,fib_pullback,AIAENG
2023-01-30,2023-02-01,2610.84521484375,2815.6318359375,0.07843690615186691,0.0758369061518669,rsi_overbought,2,63.0,19.8362,0.97,2.71,True,fib_pullback,AIAENG
2023-11-08,2023-11-16,3576.73291015625,3531.478515625,-0.012652438878717689,-0.015252438878717689,macd_bear_cross,8,55.5,16.0742,0.69,1.44,True,fib_pullback,AIAENG
2016-10-18,2016-10-21,89.01268005371094,89.82427978515625,0.009117799070374995,0.006517799070374995,rsi_overbought,3,59.5,0.6433,0.99,1.25,True,fib_pullback,APLAPOLLO
2016-11-04,2016-11-09,89.28642272949219,82.14350891113281,-0.08,-0.0826,stop_loss,5,64.3,0.1657,0.7,1.7,True,fib_pullback,APLAPOLLO
2016-12-16,2016-12-22,87.3942642211914,84.57044982910156,-0.032311209634340324,-0.03491120963434032,bb_mid_break,6,53.5,0.3116,0.83,2.71,True,fib_pullback,APLAPOLLO
2018-04-05,2018-04-10,204.6587371826172,209.1785430908203,0.022084597855062976,0.019484597855062975,rsi_overbought,5,63.3,2.3857,1.08,2.3,True,fib_pullback,APLAPOLLO
2021-10-19,2021-10-20,871.1683349609375,840.935791015625,-0.0347034467760678,-0.0373034467760678,macd_bear_cross,1,58.8,0.2072,0.73,1.59,True,fib_pullback,APLAPOLLO
2022-03-11,2022-04-13,887.8380737304688,1046.5955810546875,0.1788135832665525,0.1762135832665525,rsi_overbought,33,63.2,9.4237,1.0,1.23,True,fib_pullback,APLAPOLLO
2023-01-04,2023-01-30,1123.5604248046875,1124.005859375,0.000396449145483147,-0.002203550854516853,macd_bear_cross,26,47.2,1.5414,0.65,1.68,True,fib_pullback,APLAPOLLO
2023-04-18,2023-04-27,1215.60693359375,1188.933349609375,-0.021942605991493287,-0.02454260599149329,bb_mid_break,9,46.0,1.6107,0.86,1.71,True,fib_pullback,APLAPOLLO
2023-11-10,2023-12-04,1642.4864501953125,1606.897705078125,-0.02166760347578852,-0.024267603475788522,macd_bear_cross,24,44.0,3.1285,0.56,1.42,True,fib_pullback,APLAPOLLO
2024-07-03,2024-07-04,1584.1151123046875,1569.2244873046875,-0.009399963982627513,-0.011999963982627513,macd_bear_cross,1,52.0,0.5899,0.56,1.37,True,fib_pullback,APLAPOLLO
2024-11-29,2024-12-12,1511.1258544921875,1601.0618896484375,0.059515913177511565,0.056915913177511566,rsi_overbought,13,48.4,1.6804,0.65,3.24,True,fib_pullback,APLAPOLLO
2025-12-04,2025-12-08,1772.9000244140625,1736.0999755859375,-0.020756979142288235,-0.023356979142288237,bb_mid_break,4,52.2,1.2973,0.67,1.49,True,fib_pullback,APLAPOLLO
2025-12-17,2025-12-22,1764.5,1863.300048828125,0.05599322687907339,0.05339322687907339,rsi_overbought,5,58.1,1.3509,0.89,1.55,True,fib_pullback,APLAPOLLO
2026-04-17,2026-04-24,2105.699951171875,2004.5,-0.048060005470178545,-0.05066000547017854,bb_mid_break,7,61.7,20.6587,1.0,1.08,True,fib_pullback,APLAPOLLO
2021-10-26,2021-10-29,626.72900390625,576.59068359375,-0.08000000000000002,-0.08260000000000002,stop_loss,3,58.5,2.5165,1.06,1.73,True,fib_pullback,AUBANK
2021-11-02,2021-11-03,618.8760986328125,601.9273071289062,-0.027386405035432132,-0.029986405035432134,bb_mid_break,1,54.1,1.265,0.82,1.11,True,fib_pullback,AUBANK
2022-01-05,2022-01-07,581.201171875,606.8727416992188,0.044169852138116444,0.041569852138116446,rsi_overbought,2,52.3,6.9454,0.83,5.77,True,fib_pullback,AUBANK
2023-02-07,2023-02-16,645.6988525390625,623.2636108398438,-0.034745673793591725,-0.03734567379359172,bb_mid_break,9,57.8,3.3581,1.07,1.38,True,fib_pullback,AUBANK
2023-08-24,2023-09-04,742.9838256835938,713.9937133789062,-0.039018497176590214,-0.04161849717659021,bb_mid_break,11,57.8,4.2098,0.98,1.45,True,fib_pullback,AUBANK
2023-09-20,2023-09-28,752.597412109375,717.6797485351562,-0.046396204680470204,-0.0489962046804702,bb_mid_break,8,61.9,2.7621,1.12,2.65,True,fib_pullback,AUBANK
2023-11-13,2023-11-20,726.9944458007812,731.3778686523438,0.006029513536013578,0.0034295135360135785,rsi_overbought,7,62.7,5.4758,1.05,1.72,True,fib_pullback,AUBANK
2026-04-08,2026-04-21,966.8610229492188,1036.89306640625,0.07243237838196469,0.06983237838196468,rsi_overbought,13,60.5,7.9255,1.08,1.69,True,fib_pullback,AUBANK
2019-09-06,2019-09-13,1565.449951171875,1508.550048828125,-0.03634731490531236,-0.03894731490531236,macd_bear_cross,7,46.8,1.8318,0.74,2.17,True,fib_pullback,AAVAS
2021-05-24,2021-05-27,2325.14990234375,2311.0,-0.006085587139774045,-0.008685587139774045,rsi_overbought,3,59.5,8.1015,0.89,1.19,True,fib_pullback,AAVAS
2021-09-24,2021-10-12,2573.75,2808.75,0.09130645944633317,0.08870645944633317,rsi_overbought,18,63.6,15.7924,1.0,1.51,True,fib_pullback,AAVAS
2025-06-24,2025-07-07,1892.800048828125,1882.9000244140625,-0.005230359339958718,-0.007830359339958718,bb_mid_break,13,60.5,4.0267,0.81,1.01,True,fib_pullback,AAVAS
2025-07-08,2025-07-15,1973.5999755859375,1952.5,-0.010691110583173359,-0.013291110583173359,macd_bear_cross,7,62.3,1.4378,0.72,4.61,True,fib_pullback,AAVAS
2020-08-07,2020-08-12,370.45001220703125,362.5,-0.02146041826174451,-0.02406041826174451,rsi_overbought,5,60.8,1.3472,1.11,2.67,True,fib_pullback,ADANIGREEN
2021-02-16,2021-02-18,1078.300048828125,1109.5,0.028934387238303924,0.026334387238303923,rsi_overbought,2,63.0,3.3692,0.77,2.81,True,fib_pullback,ADANIGREEN
2024-05-16,2024-05-30,1844.4000244140625,1874.9000244140625,0.01653654283033822,0.013936542830338218,rsi_overbought,14,54.5,9.1882,0.89,2.56,True,fib_pullback,ADANIGREEN
2024-07-25,2024-08-05,1820.5,1768.75,-0.02842625652293326,-0.03102625652293326,bb_mid_break,11,62.3,5.0102,1.05,4.18,True,fib_pullback,ADANIGREEN
2016-11-30,2016-12-02,263.35430908203125,251.98236083984375,-0.043181173992658285,-0.04578117399265828,bb_mid_break,2,47.4,0.273,0.55,1.05,True,fib_pullback,ADANIPORTS
2017-01-05,2017-01-11,272.4517822265625,280.1752014160156,0.02834783874906191,0.02574783874906191,rsi_overbought,6,56.1,1.3673,0.88,1.84,True,fib_pullback,ADANIPORTS
2017-10-10,2017-10-18,377.31768798828125,386.8730163574219,0.025324358420847196,0.022724358420847194,rsi_overbought,8,43.2,0.3082,0.59,1.11,True,fib_pullback,ADANIPORTS
2019-01-18,2019-01-23,381.5609130859375,368.0873107910156,-0.03531179906755089,-0.03791179906755089,macd_bear_cross,5,60.6,0.8688,0.98,1.3,False,golden_cross,ADANIPORTS
2019-10-18,2019-10-23,403.1778259277344,378.7022399902344,-0.06070667671561632,-0.06330667671561631,macd_bear_cross,5,51.7,0.5039,0.81,1.2,False,golden_cross,ADANIPORTS
2021-08-25,2021-09-13,701.58935546875,725.2918701171875,0.03378402831183383,0.031184028311833832,rsi_overbought,19,57.8,2.0231,0.93,2.3,True,fib_pullback,ADANIPORTS
2022-02-16,2022-02-18,721.0575561523438,708.1597900390625,-0.017887290693000147,-0.02048729069300015,death_cross,2,59.5,0.5296,0.8,2.0,True,fib_pullback,ADANIPORTS
2023-11-08,2023-11-22,807.8507690429688,781.4059448242188,-0.03273478869132998,-0.03533478869132998,bb_mid_break,14,58.2,3.9548,0.89,1.76,True,fib_pullback,ADANIPORTS
2024-05-16,2024-06-03,1327.225830078125,1562.9598388671875,0.17761409056903782,0.17501409056903783,rsi_overbought,18,53.2,3.7242,0.83,1.26,True,fib_pullback,ADANIPORTS
2025-09-10,2025-09-16,1383.270263671875,1402.2900390625,0.01374986211308933,0.01114986211308933,rsi_overbought,6,55.7,8.4734,1.02,1.2,True,fib_pullback,ADANIPORTS
2026-04-08,2026-04-16,1447.200927734375,1543.2958984375,0.06640057290010434,0.06380057290010434,rsi_overbought,8,58.5,11.5885,1.03,2.46,True,fib_pullback,ADANIPORTS
2019-01-23,2019-01-25,10.350000381469727,9.829999923706055,-0.05024158827034077,-0.052841588270340765,macd_bear_cross,2,57.8,0.0075,0.97,1.18,True,fib_pullback,ADANIPOWER
2020-01-15,2020-01-30,12.65999984741211,12.539999961853027,-0.009478664060459035,-0.012078664060459036,bb_mid_break,15,61.4,0.0382,0.82,1.3,True,fib_pullback,ADANIPOWER
2021-09-17,2021-09-21,20.09000015258789,18.48280014038086,-0.07999999999999997,-0.08259999999999998,stop_loss,4,60.9,0.1427,0.66,1.04,True,fib_pullback,ADANIPOWER
2024-04-01,2024-04-04,112.08999633789062,128.39999389648438,0.14550805684236032,0.14290805684236033,rsi_overbought,3,47.8,0.1479,0.72,1.15,True,fib_pullback,ADANIPOWER
2024-06-05,2024-06-13,145.3300018310547,150.75999450683594,0.037363191408292876,0.03476319140829288,macd_bear_cross,8,59.4,1.2787,0.68,2.33,True,fib_pullback,ADANIPOWER
2024-07-30,2024-08-05,145.85000610351562,138.1699981689453,-0.05265689141705967,-0.05525689141705967,bb_mid_break,6,52.6,0.3009,0.95,1.34,True,fib_pullback,ADANIPOWER
2025-09-25,2025-10-08,149.0,148.77999877929688,-0.0014765182597525168,-0.004076518259752517,macd_bear_cross,13,64.5,2.5542,0.8,1.84,True,fib_pullback,ADANIPOWER
2026-02-03,2026-02-13,143.6199951171875,139.89999389648438,-0.02590169438223257,-0.028501694382232573,bb_mid_break,10,50.4,0.1474,0.71,3.33,True,fib_pullback,ADANIPOWER
2020-10-28,2020-11-13,66.9000015258789,76.9000015258789,0.1494768276818604,0.14687682768186042,rsi_overbought,16,58.0,0.5407,0.82,1.87,True,fib_pullback,ABCAPITAL
2021-07-12,2021-07-26,121.25,117.6500015258789,-0.029690709064916238,-0.03229070906491624,bb_mid_break,14,52.3,0.145,0.75,4.7,True,fib_pullback,ABCAPITAL
2021-08-06,2021-08-10,121.94999694824219,116.0,-0.04879046410117972,-0.05139046410117972,bb_mid_break,4,45.0,0.03,0.74,3.35,True,fib_pullback,ABCAPITAL
2022-10-24,2022-11-03,114.3499984741211,119.75,0.04722345079087165,0.044623450790871655,rsi_overbought,10,62.6,0.0625,0.79,1.07,True,fib_pullback,ABCAPITAL
2023-02-28,2023-03-13,145.85000610351562,147.0500030517578,0.008227609859614961,0.005627609859614961,bb_mid_break,13,44.3,0.0286,0.68,1.57,True,fib_pullback,ABCAPITAL
2023-10-17,2023-10-23,182.6999969482422,172.5500030517578,-0.055555523076225376,-0.058155523076225374,bb_mid_break,6,59.8,0.7238,0.87,1.12,True,fib_pullback,ABCAPITAL
2024-09-02,2024-09-06,226.9600067138672,216.77999877929688,-0.044853752350318014,-0.04745375235031801,bb_mid_break,4,63.7,1.496,0.9,1.73,True,fib_pullback,ABCAPITAL
2024-09-13,2024-09-26,226.10000610351562,236.24000549316406,0.04484740873914895,0.04224740873914895,rsi_overbought,13,55.2,0.1998,0.86,1.07,True,fib_pullback,ABCAPITAL
2026-02-10,2026-02-11,353.75,344.25,-0.02685512367491166,-0.02945512367491166,bb_mid_break,1,48.8,0.4564,0.63,1.06,True,fib_pullback,ABCAPITAL
2026-02-25,2026-02-27,353.1000061035156,344.45001220703125,-0.024497291835074403,-0.027097291835074405,bb_mid_break,2,57.7,0.8272,0.86,2.44,True,fib_pullback,ABCAPITAL
2026-04-08,2026-04-22,338.3999938964844,350.70001220703125,0.03634757249525666,0.03374757249525666,rsi_overbought,14,57.9,2.9666,1.01,1.68,True,fib_pullback,ABCAPITAL
2017-07-12,2017-07-24,175.01231384277344,170.57664489746094,-0.02534489629853926,-0.027944896298539263,macd_bear_cross,12,53.8,0.2697,0.7,1.41,True,fib_pullback,ABFRL
2017-09-06,2017-09-13,175.01231384277344,167.1759490966797,-0.04477607646016119,-0.04737607646016119,bb_mid_break,7,60.3,0.9398,1.09,1.59,True,fib_pullback,ABFRL
2018-11-02,2018-11-13,190.3893585205078,190.09364318847656,-0.0015532135531587338,-0.0041532135531587334,rsi_overbought,11,56.9,1.3038,0.96,4.11,True,fib_pullback,ABFRL
2019-07-02,2019-07-04,213.3070526123047,208.18136596679688,-0.024029616380401554,-0.026629616380401556,bb_mid_break,2,48.7,0.6648,0.66,2.24,True,fib_pullback,ABFRL
2021-02-09,2021-02-10,165.6999969482422,165.0,-0.00422448377268732,-0.00682448377268732,bb_mid_break,1,41.2,0.0611,0.5,1.29,True,fib_pullback,ABFRL
2021-05-24,2021-06-08,191.5500030517578,205.6999969482422,0.07387101890393065,0.07127101890393064,rsi_overbought,15,64.1,1.7867,0.96,1.05,True,fib_pullback,ABFRL
2021-09-02,2021-09-13,218.6999969482422,215.89999389648438,-0.012802940515908945,-0.015402940515908944,rsi_overbought,11,60.9,1.5709,1.04,2.51,True,fib_pullback,ABFRL
2021-09-23,2021-10-08,218.60000610351562,256.6499938964844,0.17406215338782102,0.17146215338782103,rsi_overbought,15,49.9,0.0171,0.74,2.64,True,fib_pullback,ABFRL
2022-01-04,2022-01-13,286.3500061035156,308.45001220703125,0.07717829800054715,0.07457829800054715,rsi_overbought,9,52.2,0.8289,1.0,1.26,True,fib_pullback,ABFRL
2024-01-11,2024-01-12,233.9499969482422,233.0,-0.004060683738552728,-0.006660683738552728,macd_bear_cross,1,62.3,0.0272,0.64,1.14,True,fib_pullback,ABFRL
2024-04-02,2024-04-04,236.14999389648438,237.0,0.003599433095425878,0.0009994330954258782,rsi_overbought,2,60.7,2.6262,0.99,10.74,True,fib_pullback,ABFRL
2024-09-12,2024-09-24,326.3999938964844,348.1000061035156,0.06648288177944411,0.06388288177944411,rsi_overbought,12,55.8,0.9208,1.02,1.7,True,fib_pullback,ABFRL
2021-02-03,2021-02-11,317.7702941894531,351.6217346191406,0.10652802055029548,0.10392802055029547,rsi_overbought,8,58.1,1.7237,1.01,2.88,True,fib_pullback,ADVENZYMES
2021-09-17,2021-09-24,377.0899353027344,359.3673400878906,-0.0469983246851066,-0.049598324685106596,bb_mid_break,7,63.2,3.5498,0.84,1.38,True,fib_pullback,ADVENZYMES
2021-10-06,2021-10-19,378.4132080078125,366.0310363769531,-0.03272129875182301,-0.03532129875182301,macd_bear_cross,13,56.8,0.9164,0.76,1.07,True,fib_pullback,ADVENZYMES
2023-01-17,2023-01-20,279.3509521484375,266.73291015625,-0.045169139017226995,-0.04776913901722699,bb_mid_break,3,62.9,0.974,1.11,2.52,True,fib_pullback,ADVENZYMES
2023-10-20,2023-10-23,320.3374328613281,294.7104382324219,-0.07999999999999995,-0.08259999999999995,stop_loss,3,62.6,0.3046,0.75,1.31,True,fib_pullback,ADVENZYMES
2024-11-05,2024-11-11,482.6210632324219,444.0113781738281,-0.08000000000000002,-0.08260000000000002,stop_loss,6,46.7,3.7926,0.78,1.5,True,fib_pullback,ADVENZYMES
2025-11-12,2025-11-21,329.4286804199219,315.83734130859375,-0.04125730368710848,-0.04385730368710848,bb_mid_break,9,62.6,2.0777,1.34,12.27,True,fib_pullback,ADVENZYMES
2017-02-09,2017-02-17,1091.325927734375,1056.427978515625,-0.031977568141535115,-0.03457756814153511,bb_mid_break,8,56.3,4.5879,0.84,1.54,True,fib_pullback,AJANTPHARM
2019-11-06,2019-11-07,619.6337280273438,606.9892578125,-0.020406362086031835,-0.023006362086031837,macd_bear_cross,1,61.5,1.2052,0.62,2.93,True,fib_pullback,AJANTPHARM
2019-11-21,2019-12-03,625.36474609375,609.8190307617188,-0.024858637185954758,-0.02745863718595476,macd_bear_cross,12,41.1,0.9328,0.68,1.5,True,fib_pullback,AJANTPHARM
2020-07-17,2020-08-03,906.58349609375,1022.3539428710938,0.12769970695051336,0.12509970695051337,rsi_overbought,17,54.1,0.4871,0.8,1.92,True,fib_pullback,AJANTPHARM
2020-10-22,2020-10-26,1010.1903686523438,980.30908203125,-0.02957985697384665,-0.03217985697384665,bb_mid_break,4,57.7,1.6921,0.94,1.74,True,fib_pullback,AJANTPHARM
2020-10-29,2020-10-30,1015.86865234375,976.2753295898438,-0.038974844496440515,-0.04157484449644051,bb_mid_break,1,61.9,2.2306,0.96,4.06,True,fib_pullback,AJANTPHARM
2020-11-03,2020-11-09,998.5543212890625,976.3372802734375,-0.022249206219391634,-0.024849206219391635,macd_bear_cross,6,56.6,0.515,0.73,1.15,True,fib_pullback,AJANTPHARM
2021-04-20,2021-05-06,1122.3167724609375,1249.50927734375,0.11333030745313882,0.11073030745313882,rsi_overbought,16,51.3,0.9507,0.7,2.49,True,fib_pullback,AJANTPHARM
2021-12-27,2022-01-10,1366.252197265625,1451.6998291015625,0.0625416244577317,0.059941624457731706,rsi_overbought,14,62.5,4.1031,1.12,2.36,True,fib_pullback,AJANTPHARM
2022-10-28,2022-11-04,1232.797119140625,1181.7166748046875,-0.04143459093378264,-0.04403459093378264,bb_mid_break,7,63.3,6.1578,1.07,5.09,True,fib_pullback,AJANTPHARM
2024-03-22,2024-03-26,2090.1259765625,2158.832275390625,0.03287184581147686,0.030271845811476863,rsi_overbought,4,54.8,3.3369,0.8,1.29,True,fib_pullback,AJANTPHARM
2024-04-05,2024-04-08,2118.57958984375,2073.811279296875,-0.02113128567908877,-0.023731285679088773,macd_bear_cross,3,57.0,5.4103,0.61,1.06,True,fib_pullback,AJANTPHARM
2024-04-26,2024-05-03,2130.1357421875,2314.987060546875,0.08677912618354812,0.08417912618354811,rsi_overbought,7,54.1,2.768,0.66,1.97,True,fib_pullback,AJANTPHARM
2024-12-27,2025-01-03,2982.907958984375,2816.07470703125,-0.05592973509310983,-0.058529735093109825,bb_mid_break,7,64.2,12.0263,0.98,5.24,True,fib_pullback,AJANTPHARM
2025-01-06,2025-01-10,2888.099853515625,2777.318603515625,-0.03835783235304287,-0.040957832353042865,bb_mid_break,4,53.3,12.2921,0.72,1.43,True,fib_pullback,AJANTPHARM
2026-05-04,2026-05-06,2874.3681640625,3068.192626953125,0.06743202395363383,0.06483202395363383,rsi_overbought,2,50.4,13.3417,0.99,1.98,True,fib_pullback,AJANTPHARM
2016-11-30,2016-12-02,586.2088012695312,558.0897216796875,-0.04796768579548324,-0.050567685795483236,bb_mid_break,2,57.0,3.4107,0.73,1.0,True,fib_pullback,APLLTD
2018-01-31,2018-02-02,506.1642761230469,465.67113403320315,-0.07999999999999996,-0.08259999999999997,stop_loss,2,50.0,0.6516,0.86,3.94,False,golden_cross,APLLTD
2018-04-05,2018-04-06,491.3927001953125,482.6902770996094,-0.017709711789052212,-0.020309711789052214,bb_mid_break,1,58.2,1.3274,0.96,3.46,True,fib_pullback,APLLTD
2018-11-30,2018-12-07,555.3734741210938,554.0691528320312,-0.0023485480489082657,-0.004948548048908266,rsi_overbought,7,63.3,2.7511,1.07,5.57,True,fib_pullback,APLLTD
2019-01-09,2019-01-24,532.841796875,529.37890625,-0.006498909517438557,-0.009098909517438556,bb_mid_break,15,47.3,0.3373,0.54,1.14,True,fib_pullback,APLLTD
2020-01-14,2020-01-21,510.92694091796875,545.0130004882812,0.0667141558616404,0.06411415586164039,rsi_overbought,7,58.3,0.0127,0.64,4.08,True,fib_pullback,APLLTD
2020-10-21,2020-10-26,920.8176879882812,888.393798828125,-0.03521206160906076,-0.03781206160906076,bb_mid_break,5,63.1,3.7053,0.9,1.43,True,fib_pullback,APLLTD
2020-11-03,2020-11-09,922.76025390625,900.3273315429688,-0.024310672537441534,-0.026910672537441536,bb_mid_break,6,61.6,0.6757,0.91,1.59,True,fib_pullback,APLLTD
2024-05-03,2024-05-10,987.0617065429688,940.1321411132812,-0.04754471287722331,-0.05014471287722331,bb_mid_break,7,57.5,5.5867,0.91,4.89,True,fib_pullback,APLLTD
2024-07-04,2024-07-10,926.6893310546875,949.1904296875,0.024281167246420605,0.021681167246420604,rsi_overbought,6,64.4,11.9626,0.97,1.36,True,fib_pullback,APLLTD
2025-08-19,2025-08-21,978.3986206054688,953.7157592773438,-0.025227816973873437,-0.02782781697387344,bb_mid_break,2,44.1,1.243,0.69,1.36,True,fib_pullback,APLLTD
2025-11-17,2025-11-18,934.9448852539062,900.1621704101562,-0.03720295751369765,-0.03980295751369765,bb_mid_break,1,58.3,1.9842,0.93,1.61,True,fib_pullback,APLLTD
2018-02-26,2018-03-14,2026.822509765625,2021.6685791015625,-0.0025428623568318686,-0.0051428623568318685,macd_bear_cross,16,59.0,2.3594,0.73,1.07,True,fib_pullback,ALKEM
